table_id,sentence_id,sub_sentence_id,text,coordinates,input_text,aggregation,output_text
388,2110,2,"mild heavy household chores % (3, 2)","[[1, 2], [3, 0], [2, 1], [3, 2]]",mild heavy household chores percent 33.9,none,34% of persons with mild disabilities reported having received help with heavy household chores
388,2110,3,"very severe heavy household chores % (3, 5)","[[1, 5], [3, 0], [2, 1], [3, 5]]",very severe heavy household chores percent 66.7,none,67% of persons with very severe disabilities reported having received help with heavy household chores
388_totto44705-0,0,1,2011 liverpool [ANSWER],"[[15, 1], [15, 0], [15, 2]]",2011-12 liverpool premier league,none,"in 2011, stewart downing made his debut in liverpool's first match in the 2011-12 premier league"
389_totto44872-0,0,1,"april 2012 (3, 4)","[[1, 4], [3, 0], [3, 4]]",apr 2012.0 126.0,none,126 iraqis were killed in april 2012
389_totto44872-0,0,2,"may 2012 (3, 5)","[[1, 5], [3, 0], [3, 5]]",may 2012.0 132.0,none,132 iraqis were killed in may 2012
389_totto44882-1,0,1,bengaluru fc 2013-14 [ANSWER],"[[2, 0], [2, 1], [2, 2]]",bengaluru fc 2013-14 i-league,none,amoes joined bengaluru fc for the 2013-14 i-league season
389_totto45002-4,0,1,"yards 2016 (4, 5)","[[1, 5], [4, 0], [4, 5]]",yds 2016.0 914.0,none,"in 2016, juju smith-schuster played 13 games with 914 receiving yards"
389_totto45002-4,0,2,"touchdowns 2016 (4, 7)","[[1, 7], [4, 0], [4, 7]]",td 2016.0 10.0,none,"in 2016, juju smith-schuster played 13 games with 10 touchdowns"
38_157_tab1,460,1,"2013 seh doctoral degree holders (2, 6)","[[0, 6], [2, 0], [2, 6]]",2013.0 all seh fields 735900.0,none,"approximately 735,900 seh doctoral degree holders in the labor force in 2013"
38_157_tab1,460,2,"seh doctoral degree holders (2, 6) (3, 6)","[[2, 0], [2, 6], [3, 6]]",all seh fields 735900.0 187700.0,div,"of the approximately 735,900 seh doctoral degree holders in the labor force in 2013, about one-quarter (25.5%) had earned a doctorate in the biological, agricultural, or environmental life sciences"
38_157_tab1,460,3,"seh doctoral degree holders (9, 6) (2, 6)","[[2, 0], [9, 6], [2, 6]]",all seh fields 136300.0 735900.0,div,"of the approximately 735,900 seh doctoral degree holders in the labor force in 2013, 18.5% had doctorates in engineering"
38_157_tab1,460,4,"seh doctoral degree holders (2, 6) (6, 6)","[[2, 0], [2, 6], [6, 6]]",all seh fields 735900.0 125600.0,div,"of the approximately 735,900 seh doctoral degree holders in the labor force in 2013, 17.1% in physical sciences"
38_157_tab1,460,5,"seh doctoral degree holders (7, 6) (2, 6)","[[2, 0], [7, 6], [2, 6]]",all seh fields 106600.0 735900.0,div,"of the approximately 735,900 seh doctoral degree holders in the labor force in 2013, 14.5% in psychology"
38_157_tab1,460,6,"seh doctoral degree holders (8, 6) (2, 6)","[[2, 0], [8, 6], [2, 6]]",all seh fields 90200.0 735900.0,div,"of the approximately 735,900 seh doctoral degree holders in the labor force in 2013, 12.3% in social sciences"
38_157_tab1,460,7,"seh doctoral degree holders (10, 6) (2, 6)","[[2, 0], [10, 6], [2, 6]]",all seh fields 34200.0 735900.0,div,"of the approximately 735,900 seh doctoral degree holders in the labor force in 2013, 4.6% in health"
38_157_tab1,460,8,"seh doctoral degree holders (2, 6) (5, 6)","[[2, 0], [2, 6], [5, 6]]",all seh fields 735900.0 33000.0,div,"of the approximately 735,900 seh doctoral degree holders in the labor force in 2013, 4.5% in mathematics and statistics"
38_157_tab1,460,9,"seh doctoral degree holders (2, 6) (4, 6)","[[2, 0], [2, 6], [4, 6]]",all seh fields 735900.0 22200.0,div,"of the approximately 735,900 seh doctoral degree holders in the labor force in 2013, 3.0% in computer and information sciences"
38_totto4323-1,0,1,"silver medal freestyle skiing men's aerials (6, 5)","[[0, 5], [5, 0], [6, 1], [6, 5]]",silver medalist(s) freestyle skiing men's aerials jia zongyang,none,men's aerials freestyle skiing olympic silver medal went to china's jia zongyang
38_totto4350-3,0,1,"final matt mcgrath (2, 8)","[[0, 6], [2, 1], [2, 8]]",final matt mcgrath 54.74 or,none,matt mcgrath set a new olympic record in the qualification with 54.13 metres and improved his record in the final with 54.74 metres
38_totto4374-4,0,1,grays athletic [ANSWER],"[[9, 0], [9, 1]]",grays athletic 2004-05,none,"in 2004-05 season, nutter played on the conference south club grays athletic"
39,140,1,"environmental controls operators reporting 1000 goats or more fewer than 200 goats (4, 3)","[[0, 2], [4, 0], [1, 0], [4, 3]]","farms reporting environmental controls 1,000 or more fewer than 200 57.1",none,"57.1% of operators reporting 1,000 goats or more said they used such controls, compared with 2.2% of those reporting fewer than 200 goats"
390_totto45006-0,0,1,"2010 (12, 3)","[[0, 3], [12, 3]]",2010.0 1428587.0,none,"according to the 2010 census, changji had a population of 1,428,587 inhabitants"
390_totto45031-2,0,1,"ado den haag 2007-08 (2, 2)","[[2, 0], [2, 1], [2, 2]]",ado den haag 2007-08 eerste divisie,none,"janmaat started his career in 2007-08, with ado den haag in the eerste divisie"
390_totto45048-3,0,1,"career (10, 5)","[[10, 0], [10, 5]]",career 1871.0,none,"fletcher rushed with 1,871 yards in his career"
390_totto45048-3,0,2,"career (10, 9)","[[10, 0], [10, 9]]",career 259.0,none,fletcher rushed with 259 receptions in his career
390_totto45059-4,0,1,"brentford (10, 7)","[[3, 0], [10, 7]]",brentford 125.0,none,hodge made 125 appearances in brentford
390_totto45059-4,0,2,"brentford (10, 8)","[[3, 0], [10, 8]]",brentford 1.0,none,hodge scored one goal in brentford
391,2128,1,"liquor stores canada (3, 1)","[[2, 1], [3, 0], [3, 1]]",number canada 2895.0,none,"there are 2,895 of them in canada"
391,2128,2,"population-weighted average distance liquor store kilometres canadians (3, 3)","[[0, 3], [1, 3], [2, 3], [3, 0], [3, 3]]",population-weighted average distance liquor kilometres canada 5.0,none,the population-weighted average distance between canadians and the nearest liquor store is five kilometres
391,2129,1,"cannabis retail outlets canada (3, 2)","[[0, 2], [3, 0], [3, 2]]",planned cannabis retailers canada 288.0,none,it is estimated there will be 288 open cannabis retail outlets in the fourth quarter
391_totto45122-1,0,1,montreal impact [ANSWER],"[[2, 0], [2, 2]]",montreal impact 2011.0,none,lefevre made his debut for montreal impact (nasl) in 2011
392,2130,1,"within 10 kilometres or less distance from a liquor store canadians all across the country % (3, 4)","[[1, 4], [0, 1], [3, 0], [2, 1], [3, 4]]",10 km given distance to a liquor store canada percent 90.0,none,90% of canadians all across the country live within 10 kilometres or less distance from a liquor store
392,2130,2,"within five kilometres or less distance from a liquor store canadians all across the country % (3, 3)","[[1, 3], [0, 1], [3, 0], [2, 1], [3, 3]]",5 km given distance to a liquor store canada percent 82.0,none,82% of canadians all across the country live within five kilometres or less distance from a liquor store
392,2131,1,"within 10 kilometres a liquor store nunavut % (16, 4)","[[1, 4], [0, 1], [16, 0], [2, 1], [16, 4]]",10 km given distance to a liquor store nunavut percent 22.0,none,only 22% of nunavut residents live within 10 kilometres of a liquor store
392,2132,1,liquor stores 10 kilometres [ANSWER],"[[0, 1], [1, 4], [9, 0], [13, 0], [12, 0], [8, 0]]",given distance to a liquor store 10 km ontario british columbia alberta quebec,topk-argmax,"the provinces where liquor stores are most accessible are ontario, british columbia, alberta and quebec"
392,2133,1,"have access to a liquor store within 10 kilometres newfoundland and labrador (4, 4)","[[0, 1], [1, 4], [4, 0], [4, 4]]",given distance to a liquor store 10 km newfoundland and labrador 62.0,none,in newfoundland and labrador 62% have access within 10 kilometres
392_totto45179-1,0,1,"blackburn rovers port vale crewe alexandra (13, 3)","[[2, 0], [8, 0], [9, 0], [13, 3]]",blackburn rovers port vale crewe alexandra 112.0,none,"neil wilkinson made 112 league appearances in his career for blackburn rovers, port vale and crewe alexandra"
392_totto45194-2,0,1,"yards 2013 (6, 7)","[[1, 7], [6, 0], [6, 7]]",yds 2013.0 4650.0,none,"stafford finished the 2013 season with 4,650 passing yards"
392_totto45194-2,0,2,"touchdowns 2013 (6, 9)","[[1, 9], [6, 0], [6, 9]]",td 2013.0 29.0,none,stafford finished the 2013 season with 29 touchdowns
392_totto45194-2,0,3,"interceptions 2013 (6, 10)","[[1, 10], [6, 0], [6, 10]]",int 2013.0 19.0,none,stafford finished the 2013 season with 19 interceptions
393,2135,1,"have access to cannabis outlets within 10 kilometres or less the country as a whole % (3, 4)","[[0, 1], [1, 4], [3, 0], [2, 1], [3, 4]]",given distance to a planned cannabis store 10 km canada percent 34.7,none,for the country as a whole 35% of the population is expected to have access to cannabis outlets within 10 kilometres or less of their residence
393,2135,2,"have access to cannabis outlets within five kilometres or less the country as a whole % (3, 3)","[[0, 1], [1, 3], [3, 0], [2, 1], [3, 3]]",given distance to a planned cannabis store 5 km canada percent 24.9,none,for the country as a whole 25% of the population is expected to have access to cannabis outlets within five kilometres or less of their residence
393,2136,1,"have access to cannabis outlets within ten kilometres or less british columbia % (13, 4)","[[0, 1], [1, 4], [13, 0], [2, 1], [13, 4]]",given distance to a planned cannabis store 10 km british columbia percent 72.8,none,in british columbia 73% of the population is expected to have access to cannabis outlets within ten kilometres or less of their residence
393,2136,2,have access to cannabis outlets within ten kilometres or less british columbia [ANSWER] percentage,"[[0, 1], [1, 4], [13, 0], [13, 0], [2, 1]]",given distance to a planned cannabis store 10 km british columbia british columbia percent,argmax,british columbia leads the provinces and territories
393,2139,1,"10-kilometre access to cannabis stores quebec % (8, 4)","[[1, 4], [0, 1], [8, 0], [2, 1], [8, 4]]",10 km given distance to a planned cannabis store quebec percent 40.4,none,in quebec only 40% of the population is expected to have this degree of access
393,2139,2,"10-kilometre access to cannabis stores ontario % (9, 4)","[[1, 4], [0, 1], [9, 0], [2, 1], [9, 4]]",10 km given distance to a planned cannabis store ontario percent 0.0,none,in ontario 0% of the population is expected to have this degree of access
393,2139,3,"10-kilometre access to cannabis stores northwest territories % (15, 4)","[[1, 4], [0, 1], [15, 0], [2, 1], [15, 4]]",10 km given distance to a planned cannabis store northwest territories percent 0.0,none,in northwest territories 0% of the population is expected to have this degree of access
393,2139,4,"10-kilometre access to cannabis stores nunavut % (16, 4)","[[1, 4], [0, 1], [16, 0], [2, 1], [16, 4]]",10 km given distance to a planned cannabis store nunavut percent 0.0,none,in nunavut 0% of the population is expected to have this degree of access
393_totto45297-1,0,1,"appearances (21, 9)","[[1, 9], [21, 9]]",apps 388.0,none,darren hughes made 388 league and cup appearances for six clubs
394_totto45448-1,0,1,"passing yards 1999 (7, 6)","[[1, 6], [7, 0], [7, 6]]",yards 1999.0 4005.0,none,"in 1999, johnson achieved 4,005 passing yards"
394_totto45448-1,0,2,"touchdowns 1999 (7, 8)","[[1, 8], [7, 0], [7, 8]]",td 1999.0 24.0,none,"in 1999, johnson achieved 24 touchdowns"
394_totto45448-1,0,3,"interceptions 1999 (7, 9)","[[1, 9], [7, 0], [7, 9]]",int 1999.0 13.0,none,"in 1999, johnson achieved 13 interceptions"
394_totto45448-1,0,4,"rating 1999 (7, 10)","[[1, 10], [7, 0], [7, 10]]",rate 1999.0 90.0,none,"in 1999, johnson achieved a 90.0 passer rating"
395,2146,1,"chms % good health (3, 1)","[[0, 1], [1, 1], [3, 0], [3, 1]]",chms % good health 89.6,none,"according to the chms, 90% of immigrants reported good health"
395,2146,2,"cchs % good health (3, 4)","[[0, 4], [1, 4], [3, 0], [3, 4]]",cchs % good health 88.5,none,"according to the cchs, 89% of immigrants reported good health"
395,2148,1,"prevalence chms good health aged 50 to 79 (7, 1)","[[0, 1], [0, 1], [3, 0], [4, 0], [7, 0], [7, 1]]",chms chms good health age group 50 to 79 84.8,none,the prevalence of good health among immigrants aged 50 to 79 was 85% based on the chms
395,2148,2,"prevalence cchs good health aged 50 to 79 (7, 4)","[[1, 4], [0, 4], [3, 0], [4, 0], [7, 0], [7, 4]]",% cchs good health age group 50 to 79 80.8,none,the prevalence of good health among immigrants aged 50 to 79 was 81% based on the cchs
395,2148,3,"prevalence chms good health africa (15, 1)","[[1, 1], [0, 1], [3, 0], [33, 0], [15, 1]]",% chms good health africa 97.0,none,the prevalence of good health among immigrants from africa was 97% based on the chms
395,2149,1,"prevalence chms good mental health (21, 1)","[[1, 1], [0, 1], [21, 0], [21, 1]]",% chms good mental health 95.6,none,the prevalence of good self-rated mental health among immigrants was 96% based on the chms
395,2149,2,"prevalence cchs good mental health (21, 4)","[[1, 4], [0, 4], [21, 0], [21, 4]]",% cchs good mental health 95.0,none,the prevalence of good self-rated mental health among immigrants was 95% based on the cchs
395,2150,1,"chms cchs % aged 30 to 79 high blood pressure (39, 4) (39, 1)","[[0, 1], [0, 4], [1, 1], [39, 0], [39, 0], [39, 4], [39, 1]]",chms cchs % high blood pressure high blood pressure 21.5 22.3,average,"according to both surveys, 22% of immigrants aged 30 to 79 had been diagnosed with high blood pressure"
395,2151,1,"prevalence chms high blood pressure women (45, 1)","[[1, 1], [0, 1], [39, 0], [45, 0], [45, 1]]",% chms high blood pressure female 16.6,none,the prevalence of high blood pressure for immigrant women was 17% according to the chms
395,2151,2,"prevalence cchs high blood pressure women (45, 4)","[[1, 4], [0, 4], [39, 0], [45, 0], [45, 4]]",% cchs high blood pressure female 21.1,none,the prevalence of high blood pressure for immigrant women was 21% according to the cchs
395_totto45556-0,0,1,"ofi 2006-07 (7, 10)","[[2, 0], [6, 1], [7, 10]]",ofi 2006-07 112.0,none,"michalis sifakis played for ofi until 2007, and participated in 112 matches"
395_totto45592-1,0,1,"sheffield wednesday 2011-12 (20, 3)","[[18, 0], [19, 1], [20, 3]]",sheffield wednesday 2011-12 26.0,none,"after the 2011-12 football league one season with sheffield wednesday, jon otsemobor had played twenty-six times for the club in the league since he joined in 2010"
395_totto45606-2,0,1,"2013-2014 pune (4, 2)","[[4, 1], [2, 0], [4, 2]]",2013-14 pune i-league,none,"in 2013-2014, amrinder played in the i-league for pune"
396,2152,1,"chms % current smokers (3, 1)","[[0, 1], [1, 1], [3, 0], [3, 1]]",chms  current smoker 12.0,none,"based on self-reports to the chms, 12% of immigrants aged 12 to 79 were current smokers"
396,2152,2,"cchs % current smokers (3, 4)","[[0, 4], [1, 4], [3, 0], [3, 4]]",cchs  current smoker 14.4,none,"based on self-reports to the cchs, 14% of immigrants aged 12 to 79 were current smokers"
396,2153,1,"chms % males current smokers (9, 1)","[[0, 1], [1, 1], [9, 0], [3, 0], [9, 1]]",chms  male current smoker 15.0,none,the chms found 15% of immigrant males to be current smokers
396,2153,2,"cchs % males current smokers (9, 4)","[[0, 4], [1, 4], [9, 0], [3, 0], [9, 4]]",cchs  male current smoker 20.6,none,the cchs found 21% of immigrant males to be current smokers
396,2153,3,chms cchs [ANSWER] males current smokers,"[[0, 1], [0, 4], [0, 1], [9, 0], [3, 0]]",chms cchs chms male current smoker,none,the percentage of immigrant males to be current smokers found by the chms is lower than the cchs
396,2154,1,"chms prevalence obesity (21, 1)","[[0, 1], [1, 1], [21, 0], [21, 1]]",chms  obese 12.2,none,chms estimates of the prevalence of obesity were 12%
396,2154,2,"cchs prevalence obesity (21, 4)","[[0, 4], [1, 4], [21, 0], [21, 4]]",cchs  obese 13.0,none,cchs estimates of the prevalence of obesity were 13%
396_totto45733-1,0,1,"temalangeni dlamini (2, 2)","[[2, 0], [2, 2]]",temalangeni dlamini 59.91,none,"in swaziland at the 2008 summer olympics, temalangeni dlamini achieved a time of 59.91 seconds in her heat, for seventh place"
396_totto45808-2,0,1,2011-12 [ANSWER],"[[7, 1], [6, 0]]",2011-12 liverpool,none,"in 2012, jonjo shelvey appeared for liverpool in the league cup and the fa cup"
397_totto45832-0,0,1,"1997 (5, 8)","[[5, 0], [5, 8]]",1997.0 20.0,none,johnson finished 1997 with 20 touchdown passes in 1997
397_totto45832-0,0,2,"1997 (5, 6)","[[5, 0], [5, 6]]",1997.0 3036.0,none,"johnson finished 1997 with 3,036 passing yards in 1997"
397_totto45838-1,0,1,"yards 2018 (11, 5)","[[1, 5], [11, 0], [11, 5]]",yards 2018.0 514.0,none,mccoy finished the 2018 season with 514 rushing yards career lows
397_totto45838-1,0,2,"touchdowns 2018 (11, 8)","[[1, 8], [11, 0], [11, 8]]",td 2018.0 3.0,none,"mccoy finished the 2018 season with three touchdowns, career lows"
397_totto45865-2,0,1,"career (8, 9)","[[8, 0], [8, 9]]",career total 234.0,none,scales made 234 appearances in his career
397_totto45865-2,0,2,"career (8, 10)","[[8, 0], [8, 10]]",career total 7.0,none,scales scored seven goals in his career
398,2164,1,model 3 literacy [ANSWER] probability,"[[1, 3], [0, 1], [3, 0], [6, 0], [2, 1]]",model 3 literacy higher skill level non-aboriginal predicted probability,argmax,"model 3 for literacy, which controls for all factors, shows that the higher-skilled non-aboriginal population had the highest probability of employment"
398,2164,2,"model 3 literacy higher-skilled non-aboriginal probability (6, 3)","[[1, 3], [0, 1], [3, 0], [6, 0], [2, 1], [6, 3]]",model 3 literacy higher skill level non-aboriginal predicted probability 0.912,none,"model 3 for literacy, which controls for all factors, shows that the higher-skilled non-aboriginal population had the probability of over 90% of employment"
398,2165,1,"model 3 literacy higher-skilled metis probability (5, 3)","[[1, 3], [0, 1], [3, 0], [5, 0], [2, 1], [5, 3]]",model 3 literacy higher skill level metis predicted probability 0.869,none,model 3 for literacy shows that the higher-skilled metis population had the probability of 87% of employment
398,2166,1,"model 3 literacy higher-skilled first nations people living off reserve probability (4, 3)","[[1, 3], [0, 1], [3, 0], [4, 0], [2, 1], [4, 3]]",model 3 literacy higher skill level off-reserve first nations predicted probability 0.752,none,"the higher-skilled first nations people living off reserve, had a probability of 75% of employment"
398,2167,1,"model 3 literacy lower-skilled non-aboriginal higher-skilled off-reserve first nations (4, 3) (10, 3)","[[1, 3], [0, 1], [7, 0], [10, 0], [3, 0], [4, 0], [4, 3], [10, 3]]",model 3 literacy lower skill level non-aboriginal higher skill level off-reserve first nations 0.752 0.867,diff,"in fact, lower-skilled non-aboriginal adults were 12 percentage points more likely to be employed than the higher-skilled off-reserve first nations population"
398_totto46021-1,0,1,"olimpo 2008-09 (2, 2)","[[2, 0], [2, 1], [2, 2]]",olimpo 2008-09 primera b nacional,none,viola played for olimpo during the 2008-09 primera b nacional
398_totto46047-2,0,1,"snatch el sayed nosseir (2, 7)","[[0, 5], [2, 1], [2, 7]]",snatch el sayed nosseir 112.5,none,el sayed nosseir lifted 112.5 kilograms in snatch
398_totto46047-2,0,2,"total el sayed nosseir (2, 11)","[[0, 11], [2, 1], [2, 11]]",total el sayed nosseir 355.0,none,el sayed nosseir lifted 355 kilograms in total of the three lifts
398_totto46051-3,0,1,"2000 bye bye bye (12, 13)","[[12, 0], [12, 1], [12, 13]]",2000.0 bye bye bye no strings attached,none,"nsync single ""bye bye bye"", was released from their studio album no strings attached in 2000"
39_157_tab2,461,1,"total seh doctoral population (3, 2)","[[3, 0], [3, 2]]",all u.s. seh doctorate holders 87.8,none,"of the total seh doctoral population in february 2013, 87.8% was in the labor force"
39_157_tab2,461,2,"total seh doctoral population (3, 4)","[[3, 0], [3, 4]]",all u.s. seh doctorate holders 76.0,none,"of the total seh doctoral population in february 2013, 76.0% working full time"
39_157_tab2,461,3,"total seh doctoral population (3, 5)","[[3, 0], [3, 5]]",all u.s. seh doctorate holders 10.1,none,"of the total seh doctoral population in february 2013, 10.1% working part time"
39_157_tab2,462,1,"retired (3, 8)","[[1, 8], [3, 8]]",retired 10.4,none,an additional 10.4% of the seh doctoral population was retired in 2013
39_157_tab2,462,2,"not seeking work (3, 9)","[[1, 9], [3, 9]]","not working, not seeking work 1.7",none,1.7% of the seh doctoral population was not seeking work in 2013
39_157_tab2,463,1,"psychology doctorates (9, 4)","[[9, 0], [9, 4]]",psychology 64.5,none,"across seh degree fields, full-time employment was 64.5% for psychology doctorates"
39_157_tab2,463,2,"computer and information sciences (6, 4)","[[6, 0], [6, 4]]",computer and information sciences 90.0,none,"across seh degree fields, full-time employment was 90.0% for computer and information sciences doctorates"
39_totto4434-3,0,1,in 2010 northern premier league premier division [ANSWER],"[[4, 1], [4, 2], [4, 0]]",2010-11 northern premier league premier division f.c. united of manchester,none,"in 2010, steve torpey played for f.c. united of manchester in the northern premier league premier division"
3_102_tab2,395,1,"fy 2015 (17, 1) (8, 1)","[[8, 0], [17, 1], [8, 1]]",2015 actual 2454.0 136090.0,sum,the $138.5 billion total for federal budget authority in fy 2015
3_102_tab2,395,2,"fy 2015 (8, 1)","[[8, 0], [8, 1]]",2015 actual 136090.0,none,$136.1 billion for r&d in fy 2015
3_102_tab2,395,3,"fy 2015 (17, 1)","[[8, 0], [17, 1]]",2015 actual 2454.0,none,$2.5 billion for r&d plant in fy 2015
3_102_tab2,396,1,"fy 2016 (9, 1)","[[9, 0], [9, 1]]",2016 preliminary 146425.0,none,the corresponding levels in fy 2016 were $146.4 billion for r&d
3_102_tab2,396,2,"fy 2016 (18, 1)","[[9, 0], [18, 1]]",2016 preliminary 2574.0,none,the corresponding levels in fy 2016 were $2.6 billion for r&d plant
3_102_tab2,397,1,"fy 2017 (10, 1)","[[10, 0], [10, 1]]",2017 proposed 151268.0,none,the president's proposed levels for fy 2017 are $151.3 billion for r&d
3_102_tab2,397,2,"fy 2017 (19, 1)","[[10, 0], [19, 1]]",2017 proposed 2652.0,none,the president's proposed levels for fy 2017 are $2.7 billion for r&d plant
3_totto371-0,0,1,"bigger than 2500km (3, 1) (2, 3) (3, 3) (2, 4)","[[2, 0], [3, 0], [3, 1], [2, 3], [3, 3], [2, 4]]","4,000-6,000 3,000-4,000 moon ganymede callisto io europa titan",argmax,"the largest natural satellites in the solar system (those bigger than 2,500 km) are jupiter's moons (ganymede, callisto, io, europa), saturn's moon titan, earth's moon"
3_totto383-1,0,1,"goals sparta (20, 12)","[[1, 12], [14, 0], [20, 12]]",goals sparta prague 6.0,none,"with sparta, manuel pamic collected a total of 162 caps scoring 6 goals"
3_totto391-2,0,1,"yards 2016 (9, 10)","[[1, 10], [9, 0], [9, 10]]",yds 2016.0 129.0,none,amendola finished with 129 rushing yards in 2016
3_totto413-3,0,1,"us unexpected (6, 2)","[[1, 2], [6, 0], [6, 2]]",us unexpected 133.0,none,unexpected album peaked at number 133 on the us
400,2176,1,household population average 2015 1994/1995 [ANSWER] men 65 to 74,"[[0, 1], [2, 1], [1, 11], [1, 1], [1, 11], [3, 0], [9, 0]]",household population mean 2015.0 1994/1995 2015.0 males 65 to 74,pair-argmax,"for men aged 65 to 74 in the household population, the average hui3 in 2015 was higher than in 1994/1995"
400,2176,2,household population average 2015 1994/1995 [ANSWER] women 65 to 74,"[[0, 1], [2, 1], [1, 11], [1, 1], [1, 11], [12, 0], [18, 0]]",household population mean 2015.0 1994/1995 2015.0 females 65 to 74,pair-argmax,"for women aged 65 to 74 in the household population, the average hui3 in 2015 was higher than in 1994/1995"
400,2176,3,household population average 2015 1994/1995 [ANSWER] men 75 to 84,"[[0, 1], [2, 1], [1, 11], [1, 1], [1, 11], [3, 0], [10, 0]]",household population mean 2015.0 1994/1995 2015.0 males 75 to 84,pair-argmax,"for men aged 75 to 84 in the household population, the average hui3 in 2015 was higher than in 1994/1995"
400,2176,4,household population average 2015 1994/1995 [ANSWER] women 75 to 84,"[[0, 1], [2, 1], [1, 11], [1, 1], [1, 11], [12, 0], [19, 0]]",household population mean 2015.0 1994/1995 2015.0 females 75 to 84,pair-argmax,"for women aged 75 to 84 in the household population, the average hui3 in 2015 was higher than in 1994/1995"
400,2176,5,household population average 2015 1994/1995 [ANSWER] men 85 or older,"[[0, 1], [2, 1], [1, 11], [1, 1], [1, 11], [3, 0], [11, 0]]",household population mean 2015.0 1994/1995 2015.0 males 85 or older,pair-argmax,"for men aged 85 or older in the household population, the average hui3 in 2015 was higher than in 1994/1995"
400,2176,6,household population average 2015 1994/1995 [ANSWER] women 85 or older,"[[0, 1], [2, 1], [1, 11], [1, 1], [1, 11], [12, 0], [20, 0]]",household population mean 2015.0 1994/1995 2015.0 females 85 or older,pair-argmax,"for women aged 85 or older in the household population, the average hui3 in 2015 was higher than in 1994/1995"
400,2180,1,"average institutional population 1994/1995 men 75 to 84 (10, 13)","[[2, 13], [0, 13], [1, 13], [3, 0], [10, 0], [10, 13]]",mean institutional population 1994/1995 males 75 to 84 0.146,none,"for men aged 75 to 84, average hui3 was 0.146 for the institutional population in 1994/1995"
400,2180,2,"average household population 1994/1995 men 75 to 84 (10, 1)","[[2, 1], [0, 1], [1, 1], [3, 0], [10, 0], [10, 1]]",mean household population 1994/1995 males 75 to 84 0.753,none,"for men aged 75 to 84, average hui3 was 0.753 for the household population in 1994/1995"
400,2181,1,"average institutional population 1994/1995 men 85 or older (11, 13)","[[2, 13], [0, 13], [1, 13], [3, 0], [11, 0], [11, 13]]",mean institutional population 1994/1995 males 85 or older 0.17,none,"for men aged 85 or older, average hui3 was 0.170 for the institutional population in 1994/1995"
400,2181,2,"average household population 1994/1995 men 85 or older (11, 1)","[[2, 1], [0, 1], [1, 1], [3, 0], [11, 0], [11, 1]]",mean household population 1994/1995 males 85 or older 0.592,none,"for men aged 85 or older, average hui3 was 0.592 for the household population in 1994/1995"
400,2181,3,"average institutional population 1994/1995 women 75 to 84 (19, 13)","[[2, 13], [0, 13], [1, 13], [12, 0], [19, 0], [19, 13]]",mean institutional population 1994/1995 females 75 to 84 0.157,none,"for women aged 75 to 84, average hui3 was 0.157 for the institutional population in 1994/1995"
400,2181,4,"average household population 1994/1995 women 75 to 84 (19, 1)","[[2, 1], [0, 1], [1, 1], [12, 0], [19, 0], [19, 1]]",mean household population 1994/1995 females 75 to 84 0.708,none,"for women aged 75 to 84, average hui3 was 0.708 for the household population in 1994/1995"
400,2181,5,"average institutional population 1994/1995 women 85 or older (20, 13)","[[2, 13], [0, 13], [1, 13], [12, 0], [20, 0], [20, 13]]",mean institutional population 1994/1995 females 85 or older 0.097,none,"for women aged 85 or older, average hui3 was 0.097 for the institutional population in 1994/1995"
400,2181,6,"average household population 1994/1995 women 85 or older (20, 1)","[[2, 1], [0, 1], [1, 1], [12, 0], [20, 0], [20, 1]]",mean household population 1994/1995 females 85 or older 0.571,none,"for women aged 85 or older, average hui3 was 0.571 for the household population in 1994/1995"
400_totto46213-0,0,1,"jorge wilstermann 2006 (9, 2)","[[9, 0], [9, 1], [9, 2]]",jorge wilstermann 2006.0 bolivian primera division,none,garcia played bolivian primera division side jorge wilstermann in 2006
401,2182,1,[ANSWER],"[[1, 3]]",2015.0,pair-argmax,"at age 20, for males, pain was a greater source of diminished health in 2015 than it had been in 1994/1995"
401,2182,2,[ANSWER],"[[1, 3]]",2015.0,pair-argmax,"at age 20, for females, pain was a greater source of diminished health in 2015 than it had been in 1994/1995"
401_totto46396-2,0,1,"idaho (15, 1)","[[15, 0], [15, 1]]",idaho 14.0,none,"idaho is the 14th largest, in the u.s. states"
401_totto46485-3,0,1,"appearances (12, 7)","[[1, 7], [12, 7]]",apps 161.0,none,mckenzie made 161 appearances during his six years
401_totto46485-3,0,2,"goals (12, 8)","[[1, 8], [12, 8]]",goals 10.0,none,mckenzie scored 10 goals during his six years
402,2187,1,"1991 prevalence daily smoking (4, 1)","[[0, 1], [1, 1], [4, 0], [4, 1]]",1991.0 % daily smoker 64.0,none,"in 1991, the prevalence of daily smoking is 64%"
402,2187,2,"2012 % daily smoking (4, 7)","[[0, 7], [1, 7], [4, 0], [4, 7]]",2012.0 % daily smoker 52.0,none,"in 2012, the prevalence of daily smoking is 52%"
402,2188,1,"2001 prevalence daily smoking (4, 4)","[[0, 4], [1, 1], [4, 0], [4, 4]]",2001.0 % daily smoker 61.0,none,"in 2001, the prevalence of daily smoking is 61%"
402,2188,2,"2012 prevalence daily smoking (4, 7)","[[0, 7], [1, 7], [4, 0], [4, 7]]",2012.0 % daily smoker 52.0,none,"in 2012, the prevalence of daily smoking is 52%"
